,face,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
0,0,11.153486251831056,1.249921798706055,189.4902057647705,235.06619453430176,0.9990962743759156,26.791070639884907,28.541575278612758,36.198595803355374,51.6341713901935,69.8107934029988,89.50086801967609,110.84038076116474,132.94962064584388,158.9288742867666,184.381133594316,209.06563290827307,230.49476864918893,247.9337515957959,258.69289978385655,261.7133823322288,258.31732552980816,251.82976703454847,26.75344680216457,37.57664714653191,50.94350012230677,65.12624941047335,78.54724943993085,115.45105156098155,133.46704824313724,153.61612443271815,173.5620798163559,193.7832007583138,97.10455693309086,95.69121879316958,93.78659765104156,92.0748244225108,87.9403803645148,96.01858947544088,105.56227459726163,117.99978809717322,130.36452546857515,39.46292924229931,50.01948203830517,63.04654775079814,76.73223448398562,64.30450208902045,52.07643537826834,138.79482913770494,150.47359454303796,165.81167853205625,183.97611934927292,168.49640058918726,153.7690240775528,91.25358149839076,85.08635734260895,97.54334898619118,108.91404531385706,120.8086759644102,152.62357136111405,177.83713303750915,175.57958508157822,157.52851597154427,141.71332254537265,125.79445024743144,105.08739291499512,94.66852798092702,101.75597463078066,113.44321391130576,126.529550513721,174.1702148673421,150.40664420372286,136.17901616286497,121.44020664501896,126.8137531909216,152.40832820593778,177.8899434382597,203.00371850897045,226.6109428126472,248.04265097996063,267.42310970048334,281.8809867171701,284.2658613731596,276.9956631629882,262.53358283519424,241.6004546181696,216.29369712790617,187.2880931163056,154.40079855020576,121.48939379159516,91.2075048020339,91.2495042866168,83.38840460099857,80.29460790029498,80.19878081367358,82.0753490574723,68.35851578898064,60.00979838844114,53.776481368810096,53.169464398578384,57.49198981537609,91.88032881095955,103.12591778683144,113.75666322719007,124.1378833069823,153.75999536529457,154.11077008381062,153.66772427986984,151.60818590357576,148.32504685073832,110.0716876325066,100.21914321053056,97.24350158504969,103.13908255721913,107.10051833004376,109.5296874784807,91.43291997008951,79.43145796443639,77.43538958586066,83.1407707304304,87.59054718768675,90.1859656970347,208.5071473680848,183.46165088299904,167.96294996995334,167.0541436688486,162.88889774705922,170.8432773127679,195.01324090747332,230.1125363503468,254.80243271576543,260.2637275843415,259.51194017295643,240.745265753548,208.290155635488,180.2809549284657,178.0380681216766,175.23476225158993,196.0858922755358,241.1314827913197,246.01024918017447,244.96246460062207,6.040177330956128,-12.47296286199622,17.45257735052138,0.4621185,0.18776444,0.57894564,0.3280814,0.5381296,1.0,0.5352407,0.017864494,0.0,0.46881798,0.37239987,0.11373979,0.22073425,1.0,0.40825164,0.015888853,0.99776757,0.42532015,0.07166208,0.3297574,0.9977143,0.0004369301,0.001160085,4.067515e-05,0.00016478935,0.00043125407,5.187815e-05,../dataset/DiffusionEmotion_S/cropped/all/aaaaaaaa_6.png,0
1,0,14.895267486572266,4.789735794067383,198.7120780944824,206.87879753112796,0.99912828207016,5.77004443966835,4.117407223056682,5.504360216289137,10.704108673431149,22.86957583193813,43.67317341592413,69.02973343774227,96.01996261196508,121.91532293641522,143.78087871523147,160.52777612982604,178.98402259103224,196.8065525933076,210.7971008098773,220.6277629576977,226.00391348714427,228.78504786901837,52.7945945804159,75.06215864270365,98.11695933254042,119.96299770389572,139.04744129652494,183.69727673166696,198.50378279480137,213.74857969113756,228.29240719684452,238.38108680781625,159.61161215488718,159.32539137208423,159.43555596537217,159.7868988939185,125.6988367402116,138.2952294631079,150.84336876240286,162.17869133105236,172.30329836076183,70.3610677385609,89.52683632846482,105.9090660037332,119.20509637603688,103.35602190033278,86.93538628794167,180.58724665939533,195.4531927723937,209.75320805464816,220.6998545491683,208.9718902769736,194.80527107376415,84.0449603431362,110.54299275892582,133.81252932220704,144.40811403354985,154.59182077925556,166.85774931653754,177.35385295861582,164.73094378828208,152.40519047589427,140.66168922277916,127.77894254295778,106.33437236002295,89.44567409956166,131.67660876514495,143.09361146206163,153.54632993456033,172.22290558234235,153.22000894385815,142.64182565114615,130.84651966450505,81.35957075654343,109.10587381372638,137.7190146307071,166.07159287909062,190.88099962139145,210.1518721879406,225.1203179836395,236.40855610153787,240.8524877757612,236.8696788981303,223.8784840914846,211.60925579539764,197.8687493917734,179.69018577242622,159.19038240644844,137.85424555321322,116.28910099977384,63.95289914644579,59.16719088478566,60.85778457585772,66.5707768516583,75.0624397880727,83.08234819380772,78.61092346191766,76.02635408437354,76.36770895375679,83.64022938872243,100.83382240334048,117.12347386801038,132.53939951134112,147.82147036476152,161.04548313121802,164.62623933400334,167.6371582651276,166.75584151882447,164.27738232240424,92.62642702927045,87.9933067173732,90.59292477072307,103.46075594886086,104.34797674791376,101.69719763596171,108.77094089645688,99.99093378984712,100.81918804702596,109.51313507646144,114.61533163946989,113.70386575161884,175.80471238098036,177.57557307491209,176.75744005101853,180.01547096440038,178.73466144582238,182.1249786538978,184.9719898348743,195.1678302228226,202.96115025823963,204.35498021516997,202.47510910367583,193.05784902533523,177.88641627319265,187.0499796487904,189.12731838922025,188.5046405853052,186.5451905372493,189.40025135405503,190.244856434012,188.5989130666802,-7.501056396436771,9.974689571201251,-19.93120965808888,0.37554193,0.23561054,0.42269978,0.25881365,0.5415823,1.0,0.5453923,0.026107775,0.0,0.70451224,0.7048108,0.3836693,0.4164748,0.0,0.21224323,0.3635565,0.054359436,0.10550858,0.3884603,0.79674155,0.0010934063,0.001080338,0.00011460609,0.98279124,0.0013679857,0.00041474772,0.013137761,../dataset/DiffusionEmotion_S/cropped/all/aajwceye_1.png,0
2,0,28.203895568847656,22.296611785888672,182.60936737060547,190.07086563110352,0.9982182383537292,26.26641627074564,23.91179348375641,23.719263816840797,26.554350042258196,36.01736797720943,51.8325105257026,70.29102023026248,88.64539618726725,108.42856505966382,128.77546800210104,146.97668350348312,166.02603216521285,184.6007139258183,199.28085674427683,209.69124061569,217.07509448962128,222.84739203744147,49.96069630217216,65.90595590381326,82.69485554219258,98.86972667545442,112.83869843281714,154.19087267954728,169.95177146646273,186.7410585602819,202.55360447758176,214.2559007347012,129.60842922312014,127.13415237922464,124.92416093008369,122.84374273698212,99.16500170793238,109.44417413451664,120.50423241151266,132.0513425687801,142.72886676976768,60.728735531877646,76.20694818937804,89.1162497111678,99.63561052313408,86.76681508846731,73.89539583275182,155.98408442976896,169.53250389577187,182.48651233734816,194.89736263197852,181.9219421792532,168.97997884363122,68.20593217949127,88.26558109680158,106.95953115823944,117.32756003236054,127.99454816437,144.81774100790716,161.6607280661955,144.28212804584237,127.27050950419316,114.23949259458254,101.66646160979144,83.89153545926433,72.13895836199572,105.7825774812803,116.84113351876394,128.2592821917391,156.9512275873224,127.6276890400155,115.69858180638434,103.88459642063287,86.12503673409724,108.36873797847076,131.5308513620079,154.62867433238688,174.21355438661513,190.01676058857564,202.7686260499768,213.7383596272429,218.83727321554755,216.92359681085463,207.5718635554359,198.0440759861246,186.45135484637763,170.2302949462085,151.3709353992779,131.63914855617531,110.92629734954043,73.095236570517,69.27944624715174,71.15549189193307,76.26267119628764,83.26904150985615,88.82139351966006,85.46700144797046,84.23303064418,87.6547312029802,96.50747623159486,104.71731712862812,118.91638983500924,132.48138151789516,145.5828677353098,152.88497530889853,156.9344284523432,160.3968254272544,160.01038960699216,158.3217228508889,96.74247815205408,93.8506874831428,96.3812881125562,106.10879876490962,105.4223636747889,102.75536513562383,112.26233207314158,105.4766074363666,106.69878464036542,113.72959863396318,116.3258491693061,115.43553774572668,160.16533099814532,163.3673443225558,165.05640533156273,167.8271195742557,167.57074642743055,169.70800501330314,171.35014992677006,184.75975158588827,192.54888384989297,192.83836064570104,190.17121256233116,179.17828603838544,162.2915776925698,172.37304588287742,174.88404262652764,174.69697642118695,172.4707798182113,182.20178436698717,182.24776241251493,179.8831966352691,-3.4733881649530165,7.396401868708311,-4.898595280603538,0.36402342,0.56087375,0.46657667,0.28252822,0.7590608,1.0,0.53379536,0.5502754,1.0,0.93173397,0.5535162,0.17180258,0.42860818,1.0,0.31949672,0.271405,0.7283789,0.1758914,0.075415045,0.76241,4.7339836e-05,1.4024449e-05,1.759424e-05,0.9997092,8.6451546e-05,9.248223e-05,3.286407e-05,../dataset/DiffusionEmotion_S/cropped/all/aalkmnjk_1.png,0
3,0,12.819986343383787,13.723965644836426,173.14378929138184,187.8026762008667,0.9971681237220764,16.84294290132845,15.360749203778743,17.429115451056678,23.74270166821429,33.71517579228016,46.514135594077366,59.74295504179704,71.84867364686322,87.86256745529528,107.99322605840936,130.8045534068509,155.05773943044306,179.23974560766345,199.0040207611241,211.90863541886344,218.9818488863943,222.87488544343805,23.162132231038964,36.98797784537088,52.49899188240832,67.49644715619125,80.43965394426196,106.756269700027,124.22406459392715,143.5753515653346,162.55146338875866,178.71192132320743,90.82598098006784,87.43808088703817,83.77815530450579,80.15687558308147,65.2609446117854,73.35732639374125,82.23639096651502,93.28421102639678,104.41483021310164,36.6353091764583,47.616449342513015,59.35862551274136,69.23123259296278,57.57859876202755,45.91098076075308,122.33764418909226,134.2911300712048,147.2505232557424,161.51167883165357,147.71267509843364,134.57402261028568,55.11186246211967,63.80484056447453,73.79613221397653,80.7958218300041,89.24962745460635,103.81535593797813,118.9612156168781,103.28320632600148,89.13374360205884,79.64033476172268,71.44547789885507,62.86130126105008,59.46736988834104,73.50235247627623,80.60168581760779,89.32816841737967,113.30692449921388,89.13215854414756,80.54170212182119,73.36991282817235,82.82835636560121,105.08199183411443,127.7536527449922,149.93347555907766,169.64267666646845,186.5815726603795,200.7942227776667,213.22612749510236,219.20953305246368,219.42456362063112,213.4688294132464,205.1574573612056,194.26011705768911,177.47644927753015,154.83186867808575,129.66789225943947,103.98131687436673,66.88772447113624,63.22227805130271,66.63144881554011,73.47904003555567,81.89838408328177,83.59517514461217,79.1794858903653,77.16869217027163,79.94998522757703,88.35153095553665,97.88309536364387,113.23242677738376,127.9082899202011,142.6751461332812,151.4608803470078,155.60847989114183,159.10059082549105,159.0674120709075,158.50471651240332,89.55076159236111,87.52096732637334,89.78256959553863,98.06293898945036,98.66308489928204,96.6523919243946,104.59484174758516,98.41287410510068,100.21943714313426,105.92265013294154,109.64360044505815,108.62627535259423,176.81525177272587,171.425477268527,168.4331968839973,171.9858489709409,171.17225755085303,178.3076106615837,186.46880519287788,194.5671078500991,197.96892421428203,197.08091566852903,194.3268238169045,186.93191075685476,177.72692872559475,178.56917208233313,180.7371014587501,181.4443999699231,186.23707778586532,183.09852879459055,182.3012983959937,180.16950296687628,-6.100989104331498,5.412566131107257,15.740849270567928,0.36041063,0.19171591,0.24716999,0.26953608,0.07986723,0.0,0.25907564,0.002263189,1.0,0.055226725,0.38823783,0.13742343,0.4084826,0.0,0.34125313,0.21027862,0.110672034,0.080882385,0.039016806,0.13574988,0.8871389,0.0009322577,0.00047987365,1.0601446e-05,0.09818761,0.00013173516,0.013119023,../dataset/DiffusionEmotion_S/cropped/all/aawkxnwq_6.png,0
4,0,3.1787109375,29.012399673461918,182.53195190429688,195.25270652771,0.997996747493744,5.504147390000747,5.341055812941556,7.246215067411099,13.395896114510162,25.386243967197636,44.624816182508354,69.19401019035836,95.94540703170782,122.53308559140976,146.31594863891144,165.1724597414194,181.07630192834893,193.4381843515896,201.88226581045055,207.02375723584865,209.44971498599705,209.6795462374748,46.16581817447558,62.8534286411527,83.84657294882133,104.29079386492666,122.35133776940508,157.81749658952447,172.28777385185128,187.5736957888639,201.61609616702145,209.89211605449745,141.70533011637676,143.15073783743404,144.78997359150216,146.60930923127583,115.70139109394714,127.70162831012448,140.4427874622727,151.31620633725146,160.41278677718685,68.27359587062269,82.58086709495669,94.98203464370056,106.1334450102203,94.67782280977345,82.56135720504271,161.306624632709,172.49908676830685,183.05385341839852,192.93013117680027,183.24350574841415,172.82455418738007,87.35942848160059,106.27202528052554,126.75339459117002,137.7145311601715,148.91016347831086,160.8167406538954,166.41570198903736,157.51800511550493,145.31866786671583,132.76109999073742,120.34910913155448,102.9200600031178,92.78566374769736,125.26465173167102,136.60007932399716,147.74216767797745,162.37144286204418,146.050491239137,134.2795755314296,122.36672781857132,90.93331890556053,117.32080113604492,143.4290070432976,169.1341598525814,193.1223026938165,212.44011027001716,226.87579483562465,237.30799971486084,241.61122225536505,239.12162343983508,227.90124414608545,213.17232467817027,195.68717588775476,175.22040757203158,153.36944259286955,131.4853373354213,110.09347623674044,85.5458310908355,74.56567342658504,72.14911449956625,76.98073803848514,84.97070132244788,89.06113757972064,83.41086677031673,80.37807044358478,82.2734625332307,91.5650441133729,98.04229963369032,109.6385340936926,120.8427761807167,132.67363906269452,143.88202193880915,147.6280744234736,150.7718201563771,149.41785893435826,147.0262285352539,97.31007824275626,93.58998075480272,93.7526865332156,99.75925373949164,100.27678953078174,99.86458898979672,103.60136135860732,99.26770785881712,99.95536514186608,105.44205034246008,106.20961158767284,105.53972548208672,179.0352963110883,166.0090581447568,160.3182592748444,163.4183067646979,162.41708770405864,170.5747494547981,184.23276170840847,195.66543150794368,201.4045093251951,201.6325948814407,199.75083318016704,192.18462693962584,178.68322449667784,170.04266154805322,171.59197304932525,171.91628132676436,183.37232947684785,188.138482461782,188.31277267375512,186.54667375577964,7.795896319665322,3.3172386824401108,-13.638950438631644,0.18393888,0.15069516,0.49081755,0.27477363,0.653131,1.0,0.63694113,0.4395956,1.0,0.7281707,0.35174853,0.38268477,0.37911323,1.0,0.3028665,0.46377048,0.99377924,0.5036892,0.016873319,0.5481897,0.99868304,0.00038386672,0.00027210597,3.110262e-05,0.0002883104,6.28931e-05,0.000278685,../dataset/DiffusionEmotion_S/cropped/all/advjljth_6.png,0
5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../dataset/DiffusionEmotion_S/cropped/all/aeehboqf_0.png,0
6,0,10.787409782409668,3.1579761505126958,193.36792469024655,216.3756847381592,0.9990355968475342,5.256768424989247,9.17971148577152,15.896335363037508,25.449660565766838,39.462528330998055,59.19544653621188,82.46013611513149,106.0562526928095,130.39648981810842,153.90957553665316,176.1503622992825,198.39070024645707,217.44604253341777,230.7836925960828,239.21448972088456,245.13583582688284,248.61064245972105,33.075837980373706,50.73967050989268,71.12689587348882,92.2631787547084,112.34990669493811,151.14850928806618,172.45464560432538,194.68285005782604,216.45043056717327,234.00593993904292,132.32639627363824,132.46303736502455,132.53162874763007,132.9751357989221,109.24631687238332,120.17847086140762,131.80188577095691,143.54932077177637,154.71156232515,53.7734888747238,69.64769299292243,85.71534817942506,99.01979363663428,84.26551175835641,68.20405486804816,165.08610180260462,179.27609884307117,195.23865383118164,209.81364167347465,196.381724888912,180.6346322718832,91.09289245638422,108.36339627627468,123.34641153434006,132.42007489252617,141.70156302086525,156.5324685307496,172.03283645881243,157.31498601434623,143.60229647183473,133.06157146495366,122.56145651853215,108.12407704231248,96.19538250334416,122.65684527906672,132.33492376727895,142.18871350603536,167.16419474018494,142.8965883365845,133.09557310475157,123.3172849589647,94.98142181835192,122.57223582764423,149.925487173806,176.59662414888317,200.2834633540056,219.05311138940988,233.27628982073972,244.312011845052,246.9525169766496,242.61134175214693,230.1759500411333,216.4274945497948,199.14740310320667,177.11022379309497,152.0963146701797,125.99919718536398,98.44161099611996,76.71391315666767,68.25781212605364,66.41458895887524,68.71749974831005,74.3830829506669,76.53535424944494,70.35067728265403,67.55288554875051,70.04155950727693,80.06506339351802,100.04531373620124,118.68889879619644,136.4401613501252,154.32216075075075,169.06902943582736,171.8761379595162,173.88252875909757,171.77572710880668,169.02396217361002,99.89136229701614,93.73787800433206,94.80297898409162,105.91027159704538,108.76315155892372,107.7942286358433,106.64198781408004,96.16118740860884,95.895326157235,103.24413755534069,109.89011168946718,110.4540096174037,199.68301018109744,196.27397822697617,192.79264055545127,195.1329191005948,192.5768686564697,195.7203101961295,198.63477847187937,206.49166444118464,210.9830380790868,212.2105638242897,211.499841337062,207.33724823437456,200.36667992987876,200.80247973646465,201.75632091262517,200.25073077859705,199.61834980281992,199.96892110218369,201.14170683829911,200.2615178259066,0.4122065268939434,-0.6594527818512816,-3.744529437267076,0.25163674,0.17886285,0.20017858,0.32730412,0.16430838,0.0,0.25451553,0.0947323,0.0,0.11499753,0.43821317,0.3465021,0.49245253,0.0,0.6446655,0.5059745,0.027105907,0.051951386,0.17428948,0.18890707,0.015476603,0.0001655077,0.00020717864,6.5529995e-05,0.95699775,7.005138e-05,0.027017422,../dataset/DiffusionEmotion_S/cropped/all/aeilinfy_2.png,0
7,0,8.957287788391113,13.024877548217772,192.7345151901245,208.54538917541504,0.998805046081543,2.212171708072248,9.573898219336655,19.01661105763389,30.03841305607193,44.4731717256081,63.52857642487345,85.34761509453176,107.84502601486248,132.246662903661,156.21323523590286,177.89383545973533,198.27877354787935,215.33035968163267,226.4988115647961,233.75357681268315,239.54030683146905,242.85359632387983,16.355825173004234,34.075118382474045,55.132223528588895,76.39824304412787,96.86545214271824,141.7813740631991,162.7437530644786,184.39620617622472,206.0407983827936,225.1231531587744,122.33277121270214,123.48305880976125,124.4694383298936,125.73115090166652,103.93112309282115,114.7649196854636,126.2396187113111,138.03833022721665,149.094909645808,40.725955046697095,56.86172335280583,74.69260561660417,89.9146742137309,74.44019150387226,56.76578525627093,156.38335596369552,170.1995755056946,187.6681774383869,203.8668329859138,189.98739804326715,172.7449276522966,91.54178462928928,104.58370501132754,118.377080196061,127.74689880098413,137.24510970441452,152.01479588746884,165.80200317032222,153.8865266340606,141.02132745522476,129.9869137009473,118.91529862311744,105.1669110854706,96.93341839402795,118.52130617738736,128.3224005914003,138.13886628204546,160.30672329623962,139.00241729424192,129.04629001882495,119.00089597484371,97.3517020808988,124.52867852896668,150.58700491295644,175.46597923359127,197.18630164051115,214.31607916883604,227.6789019864173,238.1843230628833,240.7210684878776,236.10491227305988,223.09141495518725,207.365577191928,188.39845105445647,164.844524036871,137.86006518400313,110.17677633577478,82.04838424183549,84.09148868782313,74.74782586511697,73.31955756808907,76.0836875064083,80.89633651800045,77.36376207869966,70.68497594374435,65.60128232498687,65.56062787136136,73.03206770863164,97.40109004492524,112.733047234919,127.27466275353233,142.0353096414492,159.97219479451178,161.1955873180866,161.77990465871108,159.8445408542707,157.46562510229478,103.79229682245148,95.32902554694203,95.00597516007927,106.0446549843391,110.99091700945188,111.53583286805406,102.0777021395977,89.2038664064969,87.75069529885525,94.9509189911812,104.12728027220192,105.82383365560236,192.5495907248694,182.2386636571441,174.6711626636279,177.14968965805883,174.23621743770013,180.71686997973396,189.21140588000912,199.5711988402595,206.1009708524048,207.5654261626396,206.91725201923737,201.29136477184895,192.317447902718,187.4005635868018,187.8860900830448,186.66226498594028,189.15557406202333,188.44126091756607,189.66070061405932,189.0281886156972,-1.1014557269655645,-4.377332816323338,-0.4942447383230941,0.33353633,0.15129162,0.35054174,0.30456707,0.23580001,1.0,0.3468225,0.15434362,0.0,0.14839125,0.32849973,0.111370064,0.48686987,0.0,0.57011724,0.41736975,0.4389361,0.0871499,0.24505104,0.4653049,0.0878737,0.13410011,0.26256955,0.00014924404,0.119906545,0.077797264,0.31760353,../dataset/DiffusionEmotion_S/cropped/all/afmmkbmv_4.png,0
8,0,13.726542472839355,13.50479507446289,186.92694568634036,199.82683944702148,0.9992450475692748,19.86477845614827,22.05986654745518,25.58245440673776,31.81135984666045,43.214188642230376,58.998092725008014,76.47867956115806,93.39090886881011,114.18031257130488,137.52611384322907,161.16513045752637,184.52390952768965,205.01366615960916,218.927323730296,226.13987802895844,230.3481863771084,232.8535160246125,19.168926208771268,30.01389905872445,45.18936522675749,61.49180952992483,77.34976424340365,119.64170023235768,138.33906999525624,158.9159979834094,179.442401173352,197.275553910452,98.38291615203195,97.20155775494818,95.72042365272507,94.35051557021184,78.52699204170871,87.81326414732042,98.1630368038932,111.21369937713987,123.79723267742638,39.71780114241587,52.03259539932096,64.24067299262242,76.00175976860119,64.61958754010729,52.31743520230184,134.2158605575859,146.2394333078606,159.56231520408255,174.79590632915168,160.65590909666517,147.44409600013032,65.21385778689542,77.59797892745542,91.04455724973477,101.66424095349466,113.7597490105285,135.7679366218791,159.65694736503073,139.70656975287602,119.09241635116156,104.89988619199248,92.42551361202644,78.26791488335994,69.20570274921842,91.4473478015791,102.51755977317288,115.32193003446382,155.512084442413,117.08651754492196,103.66978958786544,91.7690699926172,103.68243150696507,125.5041561713696,146.90861889547486,168.16745300035328,186.51111344395488,201.14435276590248,213.3883765734895,225.37227270712137,229.47251372874524,226.22493406125,216.6352844827058,204.9555376293907,189.1613856596776,167.80849110302452,142.20099404789508,116.26532163443134,90.0152877855387,86.47674388054119,78.04011021680311,75.71226053585606,77.06072237799735,80.78399266332634,76.5942505705867,70.72173969648539,67.34522531763032,69.82029011076078,78.70793084876559,95.06999012600254,109.00452937425251,122.0960834461358,135.03850718010435,147.76835515062592,150.60067385992923,152.34027053313957,149.96351827876188,146.8926539168041,101.66985799612458,96.18375105968134,95.40391116153076,101.55041365704528,103.3425289642088,103.77830713536568,98.73891230802305,90.66241969178414,90.06167483860581,94.72768640471745,98.21188935277114,99.34810416424024,167.9013652582641,164.00749695555442,161.8098754779723,163.5392099715178,161.5122579749631,162.9467191695323,165.9641287237652,181.32005131924,188.9821548337766,190.0883120354475,188.5871323803276,181.00624015389056,168.57402397910755,168.7818402636849,169.9789421021347,168.5188111656741,166.4693338276824,178.33624397168114,179.17211136883742,177.91639504737168,7.660476337396041,-5.04093062137031,7.167727118386142,0.5231339,0.48263258,0.26995263,0.3782222,0.8961846,1.0,0.54188895,0.2183728,0.0,0.94688034,0.8762689,0.2915378,0.5123283,0.0,0.27209073,0.27259946,0.7034617,0.046417974,0.13462397,0.60999423,0.00010576756,0.00018004111,4.3168722e-05,0.9992694,5.4943644e-05,0.0002550894,9.1628084e-05,../dataset/DiffusionEmotion_S/cropped/all/aftoahmv_1.png,0
9,0,13.30589199066162,9.437705993652344,180.86218357086184,197.42383575439453,0.9964367151260376,9.782604027299998,13.695979596396295,20.20143191747295,29.977653319162528,44.775618997755146,63.19327474224592,82.35156570268855,100.33663970247562,118.60166667580124,136.8732174832685,155.30564717033647,174.97382095567718,193.0836032697971,206.79342659757128,216.43575230486655,223.3655327319981,227.28244557480105,26.804614662995917,42.78506234699771,59.8924970836455,76.94490285568308,92.82933050357278,134.44194547640998,152.84747493828365,172.53198655068462,192.60332481346595,210.31444720229064,115.67235217938614,115.52606720148532,115.25762978366646,115.18872708086546,97.92280694922084,106.59768476753106,115.30682683593795,124.57720221161526,133.72010158574813,45.030856948119705,60.2205880454715,75.59755459477329,87.25976949497034,73.88605071316796,58.59808437087081,146.34907245312732,159.14746531624513,174.99932321641262,189.9402025192236,176.68516950789817,161.08083604207823,87.73767564797727,97.13734861525154,108.00782140184072,114.74982978460366,121.24045874011716,132.86828936296607,143.51555382428106,133.46222656606332,122.74050284624444,114.45626430865704,106.10512116898516,96.15807451177815,91.99824063274492,107.86101395237446,114.78719356196024,121.39515268605118,138.6906701258362,122.08362900078954,114.96552581601782,107.4122249985018,89.59509736530225,114.261163541519,138.45870687162733,161.39352821357642,180.12558828300624,194.2978130670612,205.79796293599537,215.91397266121456,219.48852542011332,214.76992938310576,203.2391937463128,190.5321204403246,175.0348795245698,154.53487452361242,130.74963892334017,105.61128669365844,79.5277622207891,68.4991500001045,63.57997430494815,64.18499637774494,67.49886406718797,73.0496725828465,71.66145151257969,65.75529878857277,61.39575368385767,61.66631629007115,68.09333080227725,94.71392074230144,110.32124076855634,124.8967147551706,139.11101968152434,152.6990082885757,154.18117539465257,155.1669097884285,154.3635744544088,153.17061654109094,90.75081858894164,84.18969833465107,85.40705002173445,97.92936608549525,100.35162898806291,98.99629538471352,98.00354998736329,85.32849571582564,84.16276986775047,91.06306595356654,99.42321819752924,101.015033728086,176.316304582687,169.12805606003965,163.4594937502101,165.49101852608308,164.1599021858352,170.6803190810062,177.73813328338036,189.92870814478357,197.38677792885557,198.3537598296876,196.5525602890615,188.25637550973423,176.53526253117198,172.086247701086,173.30216612157764,172.9997680520042,177.87502083352956,183.04483461114648,183.62448151088591,182.18887085754704,-5.123729506266282,-2.1632566671190547,-0.2201638146863923,0.5619003,0.43124807,0.54533136,0.4384582,0.14511503,0.0,0.36736748,0.017376363,0.0,0.20383707,0.22714917,0.32540888,0.4052929,0.0,0.6181898,0.24097966,0.45560646,0.15425922,0.52615947,0.2188958,0.31019348,0.021392858,0.01372299,0.0006000517,0.013961126,0.6000707,0.0400588,../dataset/DiffusionEmotion_S/cropped/all/afyyhcow_6.png,0
